Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,Genres
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,08-07-2020,USAT22005111,152,123.4,"1,32,57,25,696","1,71,255","5,30,40,559",72,"1,32,98,26,741","1,59,65,491",Blues
SPOT!,SPOT!,ZICO,4/26/2024,USA2P2421932,153,122.8,"7,77,57,035","3,407","3,54,28,519",81,"10,01,48,771","25,31,168",Folk Music
Family Matters,Family Matters,Drake,05-03-2024,USUG12402984,154,122.7,"7,23,35,127","8,696","3,67,74,031",86,"4,14,92,122","10,34,563",Disco
Again,Missing,Kurochuu,06-09-2024,CA5KR2466577,155,122.5,"13,62,37,285",2,"2,190",2,,,Rock
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,USA2P2330093,156,122.4,"1,67,35,57,134","54,950","9,13,43,768",80,"39,75,23,735","1,01,25,293",pop
Last Night,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300802,157,121.9,"92,20,10,059","1,07,189","6,11,74,155",79,"14,18,52,059","5,67,295",jazz
Too Sweet,Unreal Unearth: Unheard,Hozier,3/22/2024,IEACJ2300335,158,121.2,"53,20,12,790","22,396","13,07,52,527",85,"1,31,19,247","2,18,957",Rock
Bad Habits,#NAME?,Ed Sheeran,01-01-2020,GBAHS2100318,159,120.8,"1,75,43,11,538","2,71,758","6,22,18,811",74,"95,87,90,883","76,86,994",pop
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,08-10-2023,USUG12305257,160,120.7,"85,08,10,162","56,104","7,93,34,561",82,"25,85,53,384","11,74,349",jazz
Leave The Door Open,Leave The Door Open,Bruno Mars,03-05-2021,USAT22100906,161,120.1,"1,31,21,68,384","2,48,793","5,00,68,571",75,"99,33,24,548","95,37,455",hip hop
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),01-05-2022,JPKI02118106,162,119.5,"5,48,408",130,"20,518",24,"13,56,336","17,701",Rythem
good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,USUG12101245,163,117.8,"2,16,77,68,056","3,09,421","7,27,87,213",79,"77,35,91,065","1,10,98,007",Blues
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,USUM71900764,164,117.7,"2,51,68,04,300","2,96,739","11,33,15,017",76,"1,77,92,43,626","2,62,39,833",Folk Music
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71911283,165,117.6,"2,73,82,93,818","2,51,033","10,84,33,327",74,"2,37,23,99,124","2,69,19,886",Disco
DESPECHï¿,DESPECHï¿,ROSALï¿½,7/28/2022,USSM12207207,166,116.9,"1,00,34,87,432","1,26,402","8,80,24,543",73,"62,18,74,255","28,59,234",Rock
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,4/17/2020,USUM72007941,167,116.7,"1,63,88,36,101","2,72,933","5,04,25,049",70,"1,17,04,41,361","1,36,67,470",pop
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,3/23/2023,GBAHS2201304,168,116.6,"37,24,23,476","44,730","2,19,33,393",71,"13,13,08,671","10,74,684",jazz
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8/24/2023,USWB12304903,169,116.5,"63,03,73,315","70,400","10,53,20,547",84,"5,09,38,569","2,46,731",Rock
Circles,Circles,Post Malone,8/30/2019,USUM71915699,170,116,"2,48,13,91,466","3,32,437","12,44,91,320",80,"1,11,63,23,669","84,90,012",pop
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,08-03-2023,DGA062382895,171,115.9,"47,45,90,289","24,891","2,59,15,889",78,"57,79,30,708","15,69,516",jazz
About Damn Time,About Damn Time,Lizzo,4/14/2022,USAT22202139,172,115.6,"84,70,25,688","1,04,052","4,78,08,065",66,"10,60,24,874","10,80,393",hip hop
Closer,Closer,The Chainsmokers,7/29/2016,USQX91601347,173,114.6,"2,88,05,36,961","2,85,381","12,93,99,627",80,"4,08,61,21,880","2,20,91,228",Rythem
FLOWER,ME,JISOO,3/31/2023,KRA402300002,174,114.3,"44,03,64,356","26,107","1,53,14,737",70,"52,51,56,884","1,08,20,829",Blues
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364199,175,114.2,"68,91,81,455","61,138","9,04,92,257",83,"18,33,81,482","7,38,123",Folk Music
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,10-06-2023,USUG12306085,176,113.2,"37,22,48,119","68,037","4,44,98,005",,"8,65,80,734","11,06,306",Disco
Havana (feat. Young Thug),Havana,Camila Cabello,08-03-2017,USSM11706905,177,112.8,"2,07,21,82,782","1,94,332","8,61,59,672",75,"3,95,29,09,529","3,23,33,846",Rock
LUNA,FERXXOCALIPSIS,Feid,12-01-2023,USUM72318216,178,112.6,"60,61,24,553","40,628","13,98,02,900",86,"16,63,63,445","10,19,744",pop
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,06-03-2022,USUM72208023,179,112.5,"82,79,50,825","1,18,965","6,46,61,540",73,"29,90,01,099","27,51,490",jazz
Bones,Bones,Imagine Dragons,03-11-2022,USUM72201759,180,112,"1,22,74,75,431","1,80,053","7,08,61,210",78,"58,48,54,654","66,91,488",Rock
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,8/17/2023,USSD12300400,182,111.8,"57,13,66,508","32,236","4,28,28,677",79,"47,52,00,526","13,69,288",pop
Selfish,Selfish,Justin Timberlake,1/25/2024,USRC12400001,181,111.8,"9,29,32,220","8,847","3,12,58,778",,"4,25,81,931","5,13,055",jazz
golden hour,golden hour,JVKE,7/15/2022,GBKPL2204171,183,111.4,"1,12,69,86,320","2,00,887","4,58,85,823",73,"29,35,53,015","53,88,022",hip hop
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000942,184,111.3,"2,07,47,21,986","2,55,296","10,94,42,317",77,"1,66,54,34,424","1,54,32,964",Rythem
Get It Sexyy,Get It Sexyy,Sexyy Red,3/15/2024,QZSYP2454435,185,111.1,"8,93,62,910","7,377","7,07,14,216",84,"3,76,76,729","5,25,264",Blues
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,10/18/2023,USWD12328242,186,110.9,"2,66,74,909","2,673","85,62,091",19,"78,63,539","84,565",Folk Music
IDGAF (feat. Yeat),For All The Dogs,Drake,10-06-2023,USUG12306072,187,110.8,"40,68,75,019","85,930","4,51,78,662",,"3,98,50,191","4,27,973",Disco
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,05-06-2022,QM6MZ2214888,188,110.7,"1,42,17,63,497","1,52,592","6,23,13,059",78,"94,58,57,087","55,87,691",Rock
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,01-10-2020,USSM11914962,189,110.2,"1,23,78,74,594","2,76,882","5,11,53,940",67,"2,43,08,04,498","1,23,34,565",pop
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,10-12-2022,QMDA62217995,190,110.1,"80,49,25,777","1,28,247","6,25,32,855",75,"17,53,93,116","17,29,347",jazz
Stargazing,Stargazing,Myles Smith,05-10-2024,GBARL2400510,191,109.8,"10,65,99,323","9,406","16,49,49,597",87,"1,03,31,471","1,67,936",Rock
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,6/17/2022,USUG12204897,192,109.7,"97,14,73,231","2,39,671","7,74,79,207",78,"19,87,96,965","20,03,253",pop
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,07-03-2020,USUM72013339,193,109.5,"1,12,56,81,368","2,51,023","3,25,74,699",72,"30,66,28,096","33,22,075",Rock
Memories,Memories,Maroon 5,9/20/2019,USUM71913350,194,109.3,"2,01,10,72,164","2,22,804","4,99,20,599",77,"1,29,02,92,327","1,17,20,744",pop
Classy 101,Classy 101,Feid,3/31/2023,USUM72304895,195,109.1,"87,21,48,396","90,726","7,04,85,920",78,"47,70,47,694","18,87,642",jazz
Whatever,Whatever,Kygo,1/19/2024,USRC12302637,196,109,"22,23,54,971","17,551","15,99,61,203",83,"4,54,39,562","5,22,558",hip hop
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/13/2024,USRC12400299,197,108.4,"20,70,93,873","23,181","11,40,51,028",87,"1,97,87,472","2,54,004",Rythem
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,08-04-2023,DEA622301801,198,107.8,"36,15,17,395","1,19,783","9,53,12,340",80,"3,71,92,341","4,91,577",Blues
"yes, and?","yes, and?",Ariana Grande,01-12-2024,USUM72400048,199,107.5,"41,68,13,996","22,468","10,18,75,097",,"11,51,05,080","28,93,111",Folk Music
Without Me,Without Me,Halsey,10-04-2018,USUM71813499,200,107.4,"2,04,27,92,456","1,98,888","6,93,11,277",75,"2,01,80,89,906","2,05,28,541",Disco
meet the grahams,meet the grahams,Kendrick Lamar,05-03-2024,USUG12400909,201,107.3,"6,55,20,394","8,933","1,58,96,982",,"3,68,34,647","17,00,363",Rock
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10-06-2023,USUG12306071,202,107.1,"32,85,26,298","72,252","6,86,12,350",,"6,17,69,035","12,28,629",pop
Shallow,Shallow,Lady Gaga,9/27/2018,USUM71813192,204,106.9,"2,44,79,73,078","2,21,822","9,01,74,192",78,"2,73,23,11,956","1,52,74,815",jazz
Thunder,Thunder,Imagine Dragons,4/27/2017,USUM71704167,203,106.9,"2,38,47,68,901","2,44,951","8,83,29,475",79,"2,70,71,66,590","1,67,80,231",Rock
Rush,Rush,Ayra Starr,9/16/2022,NGA3B2216004,205,106.4,"37,18,86,608","98,009","1,94,11,516",67,"36,11,74,452","19,04,397",pop
abcdefu,abcdefu,GAYLE,8/13/2021,USAT22103652,206,106.2,"1,12,82,73,165","1,93,857","6,13,11,826",70,"49,98,95,662","68,01,671",jazz
Buga,Buga,Kizz Daniel,05-03-2022,USUYG1425645,208,105.8,"8,65,16,910","30,835","34,40,925",57,"26,66,79,537","15,36,035",hip hop
Bad Habit,Bad Habit,Steve Lacy,6/29/2022,USRC12201440,207,105.8,"1,08,79,38,471","2,20,515","6,30,54,597",73,"14,74,72,695","20,50,299",Rythem
MONEY,LALISA,LISA,09-10-2021,KRA402100099,210,105.5,"1,18,93,35,848","1,03,236","3,36,37,835",73,"1,32,37,18,887","2,03,28,622",Blues
Columbia,Columbia,Quevedo,07-07-2023,BK4DA2310533,209,105.5,"72,10,02,940","84,161","5,62,26,278",79,"26,64,11,536","13,43,262",Folk Music
LADY GAGA,LADY GAGA,Peso Pluma,6/22/2023,QM7282306246,212,105.2,"68,42,04,777","48,370","2,51,30,304",78,"36,27,79,953","16,17,493",Disco
Woman,Planet Her,Doja Cat,6/25/2021,USRC12101532,211,105.2,"1,60,69,50,381","2,17,443","9,59,85,096",78,"64,13,26,002","74,54,749",Rock
CUFF IT,RENAISSANCE,Beyoncï¿,7/29/2022,USSM12206232,213,104.9,"79,59,60,535","1,00,204","6,86,59,216",73,"17,69,96,169","16,06,296",pop
KING KONG,KING KONG,TREASURE,5/28/2024,KRA402400030,214,104.5,"80,78,265",207,"1,23,11,489",68,"4,49,27,750","9,31,230",jazz
How You Like That,How You Like That,BLACKPINK,6/25/2020,KRA402000111,215,104.5,"1,03,31,09,188","82,170","2,11,77,170",68,"1,58,46,76,582","2,92,10,301",Rock
Milf Song,Milf Song,The Puddleducks,8/19/2022,QZMEP2285895,216,104.5,"11,65,982","1,176","23,110",28,"1,70,49,36,540","36,31,067",pop
Nasty,Nasty,Tinashe,04-12-2024,USLD91757578,217,104.4,"3,16,12,906","3,887","10,64,75,497",76,"62,77,949","1,71,470",jazz
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,12-02-2022,USUG12208783,218,104.4,"70,63,56,280","1,66,277","6,29,75,073",77,"17,26,53,099","17,50,863",hip hop
Panda,Panda,Desiigner,2/26/2016,USUM71601094,219,104.2,"1,18,13,48,550","1,70,002","3,40,00,497",62,"2,27,73,30,940","2,23,34,292",Rythem
Push Ups,Push Ups,Drake,4/19/2024,USUG12402283,220,103.9,"10,77,62,230","14,601","7,44,47,627",,"1,47,92,036","3,01,396",Blues
Tattoo,Tattoo,Loreen,2/25/2023,SEUM72201638,221,103.9,"51,88,46,340","83,033","4,82,68,736",77,"34,83,31,280","32,05,077",Folk Music
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,04-09-2021,USRC12100543,222,103.4,"1,82,38,71,908","2,62,313","11,69,16,147",76,"30,78,55,103","25,40,592",Disco
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,3/17/2023,USUG12301757,223,103.3,"10,27,72,879","29,487","47,75,168",61,"6,59,34,972","7,60,669",Rock
Gata Only,Gata Only - Single,FloyyMenor,12/21/2023,QZNN22329474,224,103.1,"46,74,619","1,841","61,398",,"10,83,13,521","9,90,782",pop
Illusion,Illusion,Dua Lipa,04-11-2024,GBAHT2400114,225,103.1,"10,85,01,771","7,430","11,75,76,704",12,"39,47,610","60,459",jazz
drivers license,drivers license,Olivia Rodrigo,01-08-2021,USUG12004749,226,102.9,"2,18,47,54,018","2,50,778","7,01,73,770",79,"98,48,11,734","1,86,82,671",Rock
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/2023,USSM12306461,227,102.4,"20,54,68,104","30,639","3,94,07,660",69,"6,16,24,959","13,64,492",pop
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,2/24/2023,KSA012239181,229,102.3,"86,13,88,470","1,03,040","3,73,65,896",48,"1,52,19,067","1,76,594",jazz
How Sweet,How Sweet,NewJeans,5/24/2024,USA2P2414843,228,102.3,"3,35,95,707","1,940","3,68,83,184",79,"4,03,27,759","9,65,652",hip hop
Players,Players,Coi Leray,11/30/2022,USUM72222387,230,101.8,"46,55,88,517","91,658","6,06,07,887",67,"10,97,81,672","17,06,148",Rythem
rockstar (feat. 21 Savage),rockstar,Post Malone,9/15/2017,USUM71710087,231,101.8,"2,96,00,46,642","3,52,745","8,24,42,565",77,"2,39,18,50,868","2,33,34,015",Blues
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,03-11-2023,QZDA72340256,232,101.5,"11,648",6,"2,392",,"1,17,58,75,850","15,05,556",Folk Music
Con Calma,Con Calma,Daddy Yankee,1/24/2019,US2BU1900125,236,101.4,"1,35,30,28,938","1,60,122","5,27,01,166",73,"3,20,71,87,334","1,69,13,257",Disco
Here With Me,Here With Me,d4vd,7/20/2022,QZMEM2209263,234,101.4,"1,04,23,11,849","1,54,178","5,88,33,842",80,"25,67,36,243","26,49,848",Rock
Favorite Song,Favorite Song,Toosii,2/17/2023,USUM72301797,235,101.4,"18,65,79,651","45,668","62,52,506",62,"23,16,99,320","16,70,867",pop
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,03-09-2024,US3DF2417042,233,101.4,"15,81,31,138","5,423","7,15,90,238",85,"13,58,93,150","8,89,014",jazz
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,06-05-2024,ES31E2401197,237,101.3,"18,61,23,398",52,"50,069",,,,Rock
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,USSM12100531,238,100.8,"1,90,22,41,314","3,16,054","5,07,51,390",70,"27,45,82,854","36,03,644",pop
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,03-03-2023,QZ5FN2369288,239,100.3,"42,761",80,"1,636",16,"1,13,88,46,819","21,13,492",Rock
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,10/26/2023,USUG12306691,240,100.2,"40,68,21,432","20,404","2,60,73,555",,"2,35,05,530","2,66,969",pop
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,9/22/2022,TCAGM2208561,241,100.1,"66,57,16,137","97,057","3,32,52,792",80,"35,82,06,246","28,96,698",jazz
Glimpse of Us,Glimpse of Us,Joji,06-10-2022,USWB12201789,242,99.8,"1,26,23,08,912","2,34,936","8,38,90,841",74,"6,62,46,839","20,67,331",hip hop
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,USSM11912587,243,99.7,"2,70,81,51,499","2,98,135","15,90,03,869",82,"87,20,52,223","1,12,69,126",Rythem
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,3/23/2024,USA2P2414894,244,98.8,"17,21,64,034","5,517","4,89,83,734",82,"11,74,50,205","11,03,003",Blues
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,12/27/2023,CH7811111177,245,98.5,"29,88,53,393","50,137","4,35,08,958",70,"11,29,61,806","23,36,117",Folk Music
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,5/18/2023,QM6P42334528,246,98.4,"71,78,49,037","98,440","3,77,97,217",72,"21,76,87,654","19,29,598",Disco
Yandel 150,Yandel 150,Yandel,12/20/2022,QMFMF2215173,247,98.1,"83,75,76,264","1,02,545","3,88,25,844",70,"47,23,35,529","15,11,715",Rock
THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,USSM12105732,248,98,"1,06,20,95,453","1,65,197","7,55,03,476",72,"19,49,28,107","32,81,325",pop
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,USSD12100202,249,98,"1,33,93,52,060","1,88,874","7,60,63,128",75,"87,34,49,363","61,08,611",jazz
Chemical,Chemical,Post Malone,4/14/2023,USUM72305205,250,97.6,"50,35,74,147","79,679","4,36,48,353",75,"9,03,49,145","9,02,237",Rock
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,01-01-2015,USAT21703595,251,97.6,"1,89,19,20,348","1,59,571","7,36,41,738",78,"6,33,59,89,683","4,36,63,933",pop
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,09-12-2018,USUG11801811,252,97.5,"1,48,69,29,795","2,66,128","5,24,76,635",76,"63,77,33,433","47,19,266",jazz
Shooting Star,Kep1going On,Kep1er,06-03-2024,KRA492400678,253,97.3,"15,34,062",193,"31,87,862",,"2,80,23,956","1,85,464",hip hop
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/2011,GBARL1401524,254,97.1,"1,99,30,30,264","2,56,764","14,99,09,699",77,"5,64,41,17,304","2,49,60,395",Rythem
Dog's Plan,Thoughts Feelings,David Jackson,03-02-2023,USZXT2350766,255,97,,44,"1,243",3,"1,13,10,58,312","23,67,298",Blues
love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,QMEU31910213,256,96.9,"85,34,51,422","1,72,458","4,36,07,688",71,"1,13,20,06,963","2,59,43,716",Folk Music
Mi Gente,Mi Gente,J Balvin,6/30/2017,FR22F1701790,257,96.4,"1,47,84,42,472","1,89,504","4,52,40,294",69,"3,85,90,31,931","2,21,47,063",Disco
Late Night Talking,Harry's House,Harry Styles,5/20/2022,USSM12200610,258,96.4,"95,96,39,297","1,08,806","6,25,63,751",76,"15,11,13,156","28,09,492",Rock
Miss You,Miss You,Oliver Tree,08-05-2022,USAT22211992,261,96.2,"63,13,78,937","1,65,883","3,85,63,849",51,"3,26,28,348","6,15,240",pop
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,10-06-2022,QZLBC2200766,260,96.2,"6,99,31,412","13,220","88,76,286",61,"6,37,86,141","7,59,332",jazz
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/2020,AEA0D2036458,259,96.2,"23,00,838",543,"19,016",35,"3,06,09,19,074","63,19,360",Rock
Dakiti,Dakiti,Bad Bunny,01-01-2020,QMFME2004132,262,96.1,"1,97,79,47,460","2,45,685","5,64,30,031",72,"1,86,15,97,184","1,09,99,677",pop
Starboy,Starboy,The Weeknd,9/22/2016,USUG11600976,265,95.7,"3,29,12,62,413","3,66,133","9,80,22,646",84,"2,82,99,90,867","1,49,68,547",jazz
Sorry,Sorry,Justin Bieber,10/23/2015,USUM71516760,264,95.7,"2,08,94,76,497","1,79,545","8,92,86,647",78,"4,46,75,07,940","2,24,64,625",hip hop
Calling My Phone,Calling My Phone,Lil Tjay,02-12-2021,USSM12100388,263,95.7,"77,70,64,903","2,13,153","2,94,37,172",71,"48,20,28,631","54,31,785",Rythem
Pink Venom,Pink Venom,BLACKPINK,8/19/2022,KRA402200017,266,95.6,"73,64,69,450","48,251","2,28,17,940",68,"86,85,89,823","1,68,34,955",Blues
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401040,267,95,"25,04,30,303","7,079","13,43,57,870",84,"1,67,47,466","2,51,549",Folk Music
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,02-09-2019,USSM12000925,268,94.8,"1,65,63,85,770","2,83,938","6,21,91,957",74,"1,13,53,82,823","1,50,66,754",Disco
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12-02-2022,USUG12208784,269,94.5,"68,28,37,690","1,55,771","2,86,29,209",80,"19,18,23,612","18,53,827",Rock
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/2023,USSM12305021,270,94.3,"34,76,47,880","1,06,908","2,99,64,622",74,"3,06,85,665","4,05,870",pop
California Gurls,Girl Power 2023,Katy Perry,9/19/2023,USCA21001182,271,94.2,,,,,"45,34,591","47,967",jazz
Moscow Mule,Un Verano Sin Ti,Bad Bunny,05-06-2022,QM6MZ2214875,272,94.1,"1,10,80,31,580","1,21,256","4,47,39,826",77,"76,57,80,154","47,00,638",Rock
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,94,"2,59,66,44,721","2,78,237","12,87,09,855",82,"2,82,28,04,239","1,52,42,846",pop
7 rings,7 rings,Ariana Grande,1/18/2019,USUM71900110,274,93.9,"2,26,24,90,403","1,79,865","8,95,18,199",77,"1,90,31,98,886","2,22,06,277",jazz
Moonlight,Moonlight,Kali Uchis,2/24/2023,USUM72219486,275,93.1,"70,15,58,859","1,10,539","4,67,29,655",74,"20,91,95,939","22,84,142",hip hop
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,06-11-2020,USSM12003798,276,93.1,"1,11,80,38,333","1,42,905","2,70,25,973",67,"48,14,47,573","36,36,839",Rythem
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402910,277,93,"5,81,57,068",30,"1,71,325",,,,Blues
God's Plan,Diplomatic Immunity,Drake,1/20/2018,USCM51800004,278,92.9,"2,52,99,48,475","3,13,741","7,92,66,167",77,"2,04,06,39,375","1,99,12,225",Folk Music
Sunroof,Sunroof,Nicky Youre,11/26/2021,QM24S2107064,279,92.3,"87,97,08,559","44,652","2,31,04,189",12,"7,46,10,328","8,07,333",Disco
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,USA2P2339944,280,92,"52,11,16,293","24,734","2,28,28,160",81,"42,76,25,497","25,60,068",Rock
MY EYES,UTOPIA,Travis Scott,7/28/2023,USSM12305007,281,91.9,"40,31,32,906","1,03,255","1,35,49,357",78,"4,23,19,491","5,64,712",pop
WORK,GOLDEN HOUR : Part.1,ATEEZ,5/31/2024,KRD442400011,282,91.7,"1,01,35,326",678,"1,45,42,753",31,"2,92,71,837","5,86,888",jazz
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,4/17/2017,USUM71703825,284,91.5,"1,71,32,94,983","1,34,700","3,96,04,784",65,"2,92,01,55,266","1,73,08,189",Rock
Ghost,Justice,Justin Bieber,3/19/2021,USUM72102635,283,91.5,"1,58,68,30,204","1,51,923","7,35,74,395",80,"47,63,19,277","46,22,504",pop
Dior,Meet The Woo,Pop Smoke,7/26/2019,USUM71914275,285,91.4,"1,07,04,22,470","2,94,539","4,73,91,658",72,"90,90,72,115","75,22,969",pop
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/2022,QMDA62210237,286,91.2,"72,08,22,868",13,164,17,,,pop
Breakeven,Breakeven (Official 4K Video),The Script,4/25/2024,GB1102400418,287,91.1,"85,89,79,483",1,14,,,,pop
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,QM4TW2218961,288,90.7,"83,94,05,565","1,07,431","2,74,44,811",75,"66,22,87,768","46,95,932",pop
SAD!,SAD!,XXXTENTACION,03-02-2018,USUG11800208,289,90.5,"2,21,85,31,106","2,63,801","6,04,37,070",75,"1,80,08,63,873","2,63,01,389",pop
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,QZQMB2104890,290,90.5,"59,80,06,591","35,842","3,47,35,524",80,"41,52,55,950","14,80,134",pop
Efecto,Un Verano Sin Ti,Bad Bunny,05-06-2022,QM6MZ2214884,292,90.1,"1,29,37,73,697","1,15,332","5,10,81,689",77,"50,19,08,214","27,30,759",pop
Dame Tu Cosita,Dame Tu Cosita,El Chombo,4/23/2018,TCADP1859309,291,90.1,,273,"54,198",,"5,00,41,89,392","2,02,18,394",pop
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11-09-2023,BRSME2301957,293,89.6,"9,55,36,146","8,900","97,60,374",,"14,38,10,663","15,07,763",pop
Slow It Down,Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,89.4,"20,26,67,139","11,945","11,66,23,933",85,"2,51,88,125","2,91,189",pop
